"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","SpeciesName","StockDescription"
1995,1940777,2295743,2715632,0.256,0.31,0.375,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1996,1845951,2177785,2569269,0.256,0.306,0.365,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1997,1837063,2141099,2495454,0.257,0.304,0.36,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1998,1812195,2117060,2473212,0.265,0.311,0.365,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1999,1971144,2296536,2675643,0.278,0.323,0.375,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2000,1996604,2274402,2590852,0.296,0.337,0.384,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2001,1900312,2160026,2455236,0.317,0.365,0.42,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2002,1782342,2053288,2365423,0.333,0.389,0.454,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2003,1723399,1986872,2290625,0.34,0.404,0.479,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2004,2214463,2595241,3041494,0.322,0.379,0.446,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2005,1983751,2327648,2731160,0.277,0.319,0.368,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2006,1811615,2124887,2492330,0.26,0.301,0.348,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2007,1932677,2249385,2617993,0.286,0.33,0.381,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2008,2204992,2604212,3075711,0.28,0.324,0.375,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2009,2708972,3201050,3782512,0.26,0.303,0.352,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2010,3030672,3550655,4159854,0.255,0.298,0.348,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2011,3400666,3990908,4683597,0.253,0.297,0.349,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2012,3096765,3653725,4310855,0.237,0.283,0.337,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2013,3404967,4032619,4775968,0.24,0.288,0.345,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2014,4230569,5009997,5933025,0.247,0.298,0.359,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2015,4095139,4885392,5828144,0.239,0.292,0.356,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2016,3795807,4590401,5551332,0.222,0.277,0.345,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2017,3549005,4387307,5423622,0.225,0.287,0.366,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2018,3151207,4158913,5488868,NA,NA,NA,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1980,1978488,4133735,8636782,0.149,0.225,0.341,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1981,1955059,3619938,6702587,0.151,0.225,0.335,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1982,2105977,3493680,5795789,0.154,0.226,0.33,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1983,2507647,3731743,5553376,0.158,0.227,0.325,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1984,2874270,4010169,5594970,0.162,0.228,0.322,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1985,2973239,3978339,5323213,0.167,0.231,0.32,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1986,2718570,3562706,4668953,0.173,0.235,0.32,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1987,2695161,3528345,4619100,0.179,0.24,0.321,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1988,2718784,3473395,4437452,0.187,0.246,0.323,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1989,2592729,3257928,4093792,0.197,0.254,0.329,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1990,2692831,3327951,4112868,0.208,0.265,0.337,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1991,2637787,3226517,3946646,0.22,0.277,0.348,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1992,2448778,2968248,3597914,0.233,0.29,0.362,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1993,2199450,2648332,3188824,0.244,0.302,0.374,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1994,1947957,2329018,2784623,0.252,0.31,0.38,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1995,1941410,2303399,2732882,0.256,0.31,0.376,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1996,1848588,2185774,2584463,0.256,0.306,0.365,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1997,1839814,2148580,2509165,0.257,0.304,0.36,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1998,1810296,2118079,2478192,0.264,0.31,0.364,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1999,1973069,2302099,2685997,0.276,0.322,0.374,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2000,2001413,2283798,2606025,0.294,0.336,0.383,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2001,1907342,2172227,2473899,0.315,0.363,0.419,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2002,1792202,2066525,2382837,0.33,0.386,0.451,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2003,1734279,2001924,2310873,0.337,0.4,0.476,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2004,2236181,2623839,3078701,0.318,0.375,0.442,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2005,2003961,2356722,2771579,0.272,0.315,0.365,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2006,1833349,2154446,2531780,0.256,0.296,0.344,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2007,1954818,2282022,2663993,0.28,0.324,0.376,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2008,2237447,2651098,3141224,0.272,0.317,0.368,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2009,2755301,3272629,3887090,0.252,0.294,0.344,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
2010,3094848,3650817,4306662,0.245,0.288,0.338,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
